"Año","sistema","tiempo de operación en minutos","minutos de falla","tiempo entre falla y falla","humedad del equipo","correctivos realizados","temperatura","Vibración","cantidad de elementos"
"2024","SCADA MEP","50511552","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","61709920","0","0","0","11","0","0","0"
"2023","DACI","243817064","0","0","0","11","0","0","0"
"2022","FASI","219834752","0","0","0","11","0","0","8"
"2024","ABCS","225997192","0","220","0","8","0","0","24"
"2025","BALANZAS","104461872","0","0","0","12","0","0","0"
"2023","SEMAFOROS","203995216","0","0","0","8","0","0","3"
"2022","PAS","95252328","0","0","18","13","8","8","0"
"2024","FIDS","112563464","0","0","0","8","0","0","3"
"2025","PIDS","159020744","0","0","0","13","0","0","0"
"2023","FIBROLASER","84023984","0","0","0","7","0","0","2"
"2024","AGENTE LIMPIO","62230560","0","0","0","11","0","0","0"
"2025","ACS","220372096","0","0","0","12","0","0","1"
"2023","SCADA MEP","182227872","0","0","0","11","0","0","0"
"2022","SCADA ELECTRICO","85906144","0","0","0","12","0","0","0"
"2024","BMS","191088032","0","0","0","8","0","0","0"
"2025","SCADA MEP","170674568","0","1","0","7","0","0","7"
"2023","SCADA ELECTRICO","65641616","0","0","0","12","0","0","0"
"2022","DACI","178425904","0","0","0","7","0","0","0"
"2024","FASI","53281456","424","0","1","10","0","0","0"
"2025","ABCS","162439568","0","0","0","11","0","0","0"
"2023","BALANZAS","48396120","0","0","0","12","0","0","0"
"2024","SEMAFOROS","184899800","0","0","0","11","0","0","0"
"2025","PAS","36126912","0","0","0","10","0","0","0"
"2023","FIDS","194387320","0","2693","0","10","0","0","2522"
"2022","PIDS","176503504","0","1","0","7","0","0","241"
"2024","FIBROLASER","67156592","0","0","0","10","0","0","0"
"2025","AGENTE LIMPIO","95052112","0","0","0","8","0","0","0"
"2023","ACS","174141904","0","0","0","12","0","0","8"
"2022","SCADA MEP","38885432","0","0","0","13","0","0","0"
"2024","SCADA ELECTRICO","19429040","0","10","0","12","0","0","42"
"2025","BMS","50803720","0","0","0","11","0","0","0"
"2023","SCADA MEP","143657200","0","0","0","6","0","0","0"
"2024","SCADA ELECTRICO","170853320","56","263","12","10","0","0","263"
"2025","BMS","47299504","0","0","0","8","0","0","1"
"2023","SCADA MEP","188636448","0","0","0","8","0","0","0"
"2022","SCADA ELECTRICO","73517008","0","0","0","8","0","0","6"
"2024","DACI","20680960","0","72","0","12","0","0","1150"
"2025","FASI","215545520","0","0","0","12","0","0","0"
"2023","ABCS","174303272","0","0","0","11","0","0","0"
"2022","BALANZAS","146051856","0","0","0","12","0","0","0"
"2024","SEMAFOROS","11055768","0","0","0","10","0","0","0"
"2025","PAS","121185480","0","0","0","8","0","0","0"
"2023","FIDS","239463240","0","0","0","9","0","0","1"
"2024","PIDS","173970504","0","0","0","11","0","0","0"
"2025","FIBROLASER","89092296","0","0","0","7","0","0","0"
"2023","AGENTE LIMPIO","78566256","0","0","0","8","0","0","0"
"2022","ACS","16968112","0","0","0","8","0","0","0"
"2024","SCADA MEP","150284992","0","0","0","8","0","0","1"
"2025","SCADA ELECTRICO","218936024","0","0","0","7","0","0","0"
"2023","BMS","48739768","0","0","0","10","0","0","6"
"2022","SCADA MEP","104204904","0","0","0","8","0","0","0"
"2024","SCADA ELECTRICO","63883944","0","0","0","11","0","0","0"
"2025","DACI","204602032","0","0","0","9","0","0","0"
"2023","FASI","243454920","0","0","0","24","0","0","0"
"2024","ABCS","131126744","0","0","0","10","0","0","0"
"2025","BALANZAS","83184424","0","0","0","14","0","0","0"
"2023","SEMAFOROS","42370888","0","0","0","10","0","0","0"
"2022","PAS","113879960","0","0","0","9","0","0","0"
"2024","FIDS","74033024","0","0","0","11","0","0","6"
"2025","PIDS","163168960","0","0","0","8","0","0","1"
"2023","FIBROLASER","156576176","0","0","0","16","0","0","0"
"2022","AGENTE LIMPIO","110813496","0","0","0","9","0","0","0"
"2024","ACS","61788240","0","0","0","9","0","0","0"
"2025","SCADA MEP","77611256","0","0","0","24","0","0","0"
"2023","SCADA ELECTRICO","87676368","0","0","0","8","0","0","0"
"2024","BMS","155969752","0","0","0","14","0","0","0"
"2025","SCADA MEP","193904504","0","0","0","7","0","0","0"
"2023","SCADA ELECTRICO","119812152","0","0","0","5","0","0","0"
"2022","BMS","57261016","0","0","0","5","0","0","0"
"2024","SCADA MEP","55775312","0","0","0","6","0","0","0"
"2025","SCADA ELECTRICO","235921776","0","0","0","6","0","0","0"
"2023","DACI","29186808","0","0","0","12","0","0","0"
"2022","FASI","41494280","0","0","0","11","0","0","0"
"2024","ABCS","94978888","0","0","0","10","0","0","0"
"2025","BALANZAS","8679608","0","0","0","11","0","0","0"
"2023","SEMAFOROS","96788848","0","12","0","25","0","0","0"
"2024","PAS","242322584","0","0","0","9","0","0","0"
"2025","FIDS","178699144","0","0","0","11","0","0","0"
"2023","PIDS","111224696","0","0","0","7","0","0","0"
"2022","FIDS","96190424","0","0","0","9","0","0","0"
"2024","PIDS","129780120","0","0","0","18","0","0","0"
"2025","FIBROLASER","219746792","0","0","0","12","0","0","0"
"2023","AGENTE LIMPIO","95161456","0","0","0","7","0","0","0"
"2022","ACS","28603392","0","0","0","23","0","0","0"
"2024","SCADA MEP","132897472","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","47537680","0","0","0","11","0","0","0"
"2023","BMS","208638384","0","0","0","8","0","0","0"
"2024","SCADA MEP","164164968","0","0","0","13","0","0","0"
"2025","SCADA ELECTRICO","113505120","0","0","0","12","0","0","0"
"2023","BMS","139912856","0","0","0","11","0","0","0"
"2022","SCADA MEP","41823608","0","0","0","16","0","0","0"
"2024","SCADA ELECTRICO","21290104","0","0","0","8","0","0","0"
"2025","DACI","200317080","0","0","0","14","0","0","0"
"2023","FASI","153749848","0","0","0","7","0","0","0"
"2022","ABCS","112405696","0","0","0","9","0","0","0"
"2024","BALANZAS","163252904","0","0","0","11","0","0","0"
"2025","SEMAFOROS","238031688","0","0","0","10","0","0","0"
"2023","PAS","155191160","0","0","0","14","0","0","0"
"2024","FIDS","224884200","0","0","0","9","0","0","0"
"2025","PIDS","96880048","0","0","0","11","0","0","1"
"2023","FIBROLASER","59352248","0","0","0","8","0","0","0"
"2022","AGENTE LIMPIO","146978160","0","0","0","11","0","0","0"
"2024","ACS","106460400","0","0","0","8","0","0","1"
"2025","SCADA MEP","211400720","288","0","6","14","0","0","0"
"2023","SCADA ELECTRICO","46497064","2344","0","0","8","0","0","0"
"2022","BMS","105495064","0","0","0","10","0","0","0"
"2024","SCADA MEP","24877080","0","0","0","12","0","0","0"
"2025","SCADA ELECTRICO","204962384","0","0","0","8","0","0","0"
"2023","DACI","190788360","0","0","0","13","0","0","0"
"2024","FASI","71834520","0","0","0","11","0","0","0"
"2025","ABCS","221427616","0","0","0","11","0","0","0"
"2023","BALANZAS","215993776","0","0","0","9","0","0","0"
"2022","SEMAFOROS","61800208","4960","0","0","13","0","0","0"
"2024","PAS","69502008","0","0","0","8","0","0","0"
"2025","FIDS","77833088","0","0","0","11","0","0","0"
"2023","PIDS","49798728","0","0","0","13","0","0","0"
"2022","FIBROLASER","69206832","0","0","0","8","0","0","0"
"2024","AGENTE LIMPIO","180394760","0","0","0","12","0","0","2"
"2025","ACS","174201840","0","0","0","16","0","0","0"
"2023","SCADA MEP","148804928","0","0","0","24","0","0","0"
"2024","SCADA ELECTRICO","54152536","0","0","0","9","0","0","0"
"2025","BMS","233272288","0","100","0","16","0","0","24"
"2023","SCADA MEP","116343352","0","0","0","11","0","0","0"
"2022","SCADA ELECTRICO","76872128","0","0","0","12","0","0","0"
"2024","BMS","76793216","0","0","0","11","0","0","3"
"2025","SCADA MEP","23531784","0","0","0","10","0","0","0"
"2023","SCADA ELECTRICO","111280096","0","0","0","14","0","0","0"
"2022","DACI","3039264","0","0","0","8","0","0","0"
"2024","FASI","121856656","0","0","0","13","0","0","0"
"2025","ABCS","168346312","0","0","0","9","0","0","0"
"2023","BALANZAS","89184072","0","0","0","14","0","0","0"
"2024","SEMAFOROS","35176424","0","0","0","11","0","0","0"
"2025","PAS","80915720","0","0","0","13","0","0","0"
"2023","FIDS","121363672","0","0","0","10","0","0","0"
"2022","PIDS","5458352","0","0","0","9","0","0","0"
"2024","FIBROLASER","107191032","0","0","0","24","0","0","0"
"2025","AGENTE LIMPIO","78800008","0","0","0","12","0","0","0"
"2023","ACS","67431400","0","0","0","11","0","0","0"
"2022","SCADA MEP","36280032","0","0","0","9","0","0","1"
"2024","SCADA ELECTRICO","74568960","0","0","0","12","0","0","0"
"2025","BMS","89481336","0","0","0","9","0","0","0"
"2023","SCADA MEP","158589152","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","80799440","0","0","25","16","0","0","0"
"2025","DACI","70202528","0","0","0","11","0","0","0"
"2023","FASI","230744560","0","0","6","11","0","0","0"
"2022","ABCS","42394760","0","0","0","24","0","0","0"
"2024","BALANZAS","114975376","0","0","0","24","0","0","0"
"2025","SEMAFOROS","8519528","0","0","0","8","0","0","1"
"2023","PAS","148835272","0","0","0","16","0","0","0"
"2022","FIDS","11638544","0","0","0","9","0","0","3"
"2024","PIDS","185965048","0","0","0","10","0","0","2"
"2025","FIBROLASER","121115000","0","0","0","8","0","0","0"
"2023","AGENTE LIMPIO","128355088","0","0","0","13","0","0","4"
"2024","ACS","198215408","0","0","0","8","0","0","0"
"2025","SCADA MEP","197725768","0","0","0","9","0","0","0"
"2023","SCADA ELECTRICO","131244736","0","0","0","12","0","0","0"
"2022","BMS","72860152","0","0","0","12","0","0","0"
"2024","SCADA MEP","212673152","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","37559216","0","0","0","10","0","0","0"
"2023","BMS","180863984","0","0","0","9","0","0","0"
"2022","SCADA MEP","13008072","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","40091840","0","0","0","9","0","0","0"
"2025","DACI","139050936","3440","0","0","10","0","0","0"
"2023","FASI","153002600","0","0","0","25","0","0","0"
"2024","ABCS","205541104","0","0","0","8","0","0","0"
"2025","BALANZAS","182529616","0","0","5","16","0","0","0"
"2023","SEMAFOROS","166225632","392","0","0","17","0","0","5"
"2022","PAS","29725400","0","0","0","3","0","0","3"
"2024","FIDS","134060224","0","0","0","8","0","0","0"
"2025","PIDS","48145624","0","2","0","25","0","0","0"
"2023","FIDS","68920968","0","0","0","8","0","0","0"
"2022","PIDS","2039520","0","0","0","6","0","0","0"
"2024","FIBROLASER","116392728","0","0","0","10","0","0","1"
"2025","AGENTE LIMPIO","149582464","0","0","0","10","0","0","0"
"2023","ACS","36426528","0","0","0","11","0","0","22"
"2024","SCADA MEP","49313072","0","1","6","13","0","0","1"
"2025","SCADA ELECTRICO","102710576","0","4","0","98","0","0","20"
"2023","BMS","4636720","0","0","0","13","0","0","0"
"2022","SCADA MEP","241337360","0","0","0","11","0","0","2"
"2024","SCADA ELECTRICO","223417472","0","0","0","10","0","0","0"
"2025","BMS","91795864","0","8","0","58","0","0","2"
"2023","SCADA MEP","133009616","0","0","0","63","0","0","0"
"2022","SCADA ELECTRICO","131527096","0","0","0","59","0","0","1"
"2024","DACI","194598480","0","0","0","7","0","0","0"
"2025","FASI","177570216","0","0","0","36","0","0","0"
"2023","ABCS","216590440","0","0","0","13","0","0","0"
"2024","BALANZAS","68909304","0","62","0","95","0","0","145"
"2025","SEMAFOROS","164724280","0","0","0","9","0","0","0"
"2023","PAS","110759656","0","0","0","9","0","0","0"
"2022","FIDS","9236256","0","0","0","10","0","0","0"
"2024","PIDS","66325768","0","1","0","9","0","0","0"
"2025","FIBROLASER","199058104","0","0","0","11","0","0","0"
"2023","AGENTE LIMPIO","133505272","16","0","0","8","0","0","0"
"2022","ACS","142133456","0","0","0","6","0","0","0"
"2024","SCADA MEP","109173880","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","111476152","0","0","0","7","0","0","0"
"2023","BMS","147844280","0","0","0","6","0","0","1"
"2024","SCADA MEP","42498976","0","0","0","6","0","0","0"
"2025","SCADA ELECTRICO","129561720","0","0","0","9","0","0","1"
"2023","DACI","85020408","0","1","0","12","0","0","3"
"2022","FASI","89098664","0","0","0","68","0","0","0"
"2024","ABCS","176835816","0","0","0","11","0","0","4"
"2025","BALANZAS","84807736","0","0","0","7","0","0","10"
"2023","SEMAFOROS","212468624","0","0","0","32","0","0","3"
"2022","PAS","192321752","0","0","0","61","0","0","0"
"2024","FIDS","213870920","0","0","6","6","0","0","0"
"2025","PIDS","12103144","0","0","12","35","0","0","1"
"2023","FIBROLASER","170813384","0","0","0","8","0","0","0"
"2024","AGENTE LIMPIO","39094072","0","0","0","6","0","0","0"
"2025","ACS","208915248","0","0","0","5","0","0","0"
"2023","SCADA MEP","71478368","0","0","0","14","0","0","0"
"2022","SCADA ELECTRICO","2029144","0","1","6","10","0","0","33"
"2024","BMS","234909720","0","0","0","12","0","0","0"
"2025","SCADA MEP","135078464","0","0","1","7","0","0","0"
"2023","SCADA ELECTRICO","131556064","0","0","0","14","0","0","0"
"2022","BMS","224386504","0","0","0","9","0","0","0"
"2024","SCADA MEP","79106880","0","0","0","8","0","0","7"
"2025","SCADA ELECTRICO","169428360","0","0","0","7","0","0","0"
"2023","DACI","138113248","0","0","6","11","0","0","2"
"2024","FASI","222704568","0","0","0","5","0","0","0"
"2025","ABCS","17380328","0","0","6","11","0","0","0"
"2023","BALANZAS","83704048","0","0","0","36","0","0","2"
"2022","SEMAFOROS","175241008","0","0","0","38","0","0","0"
"2024","PAS","157530304","0","0","2","34","0","0","0"
"2025","FIDS","112285176","0","0","0","12","0","0","0"
"2023","PIDS","157929864","0","0","0","36","0","0","3"
"2022","FIBROLASER","174015640","0","0","0","12","0","0","1"
"2024","AGENTE LIMPIO","191603032","0","0","0","33","0","0","0"
"2025","ACS","132425840","0","0","0","10","0","0","0"
"2023","SCADA MEP","161607520","0","35","0","37","0","0","3"
"2024","SCADA ELECTRICO","25157952","0","0","0","14","0","0","0"
"2025","BMS","65335624","0","0","2","40","0","0","10"
"2023","SCADA MEP","59283112","0","0","0","5","0","0","0"
"2022","SCADA ELECTRICO","62616960","0","0","0","32","0","0","2"
"2024","DACI","114259296","0","0","0","12","0","0","0"
"2025","FASI","1792984","0","0","0","37","0","0","0"
"2023","ABCS","93989832","0","0","0","6","0","0","0"
"2022","BALANZAS","201078008","5192","0","0","10","0","0","0"
"2024","SEMAFOROS","98930608","0","0","0","10","0","0","0"
"2025","PAS","101661360","0","1","0","33","0","0","1"
"2023","FIDS","188000608","0","0","0","11","0","0","0"
"2024","PIDS","226229600","0","0","0","33","0","0","2"
"2025","FIBROLASER","96723984","0","0","0","13","0","0","0"
"2023","AGENTE LIMPIO","159788416","0","0","0","8","0","0","0"
"2022","ACS","96293056","0","0","0","31","0","0","1"
"2024","SCADA MEP","99835560","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","234411200","0","0","0","9","0","0","2"
"2023","BMS","222833752","0","0","0","7","0","0","0"
"2022","SCADA MEP","60586952","0","0","50","31","0","0","0"
"2024","SCADA ELECTRICO","87537992","0","0","0","11","0","0","0"
"2025","BMS","237638912","0","0","0","38","0","0","3"
"2023","SCADA MEP","226133768","0","0","0","34","0","0","0"
"2024","SCADA ELECTRICO","77932992","0","0","6","32","0","0","0"
"2025","DACI","21832104","0","0","0","12","0","0","0"
"2023","FASI","109906216","0","0","0","5","0","0","0"
"2022","ABCS","87020680","0","0","0","90","0","0","0"
"2024","BALANZAS","239622864","0","0","0","7","0","0","120"
"2025","SEMAFOROS","56361712","0","56","0","12","0","0","0"
"2023","PAS","124337176","0","0","0","4","0","0","4"
"2022","FIDS","18584776","0","0","0","9","0","0","2"
"2024","PIDS","2698192","0","0","0","12","0","0","0"
"2025","FIDS","233539824","0","0","0","13","0","0","1"
"2023","PIDS","132158232","6344","0","7","10","0","0","0"
"2024","FIBROLASER","4385344","0","0","0","7","0","0","0"
"2025","AGENTE LIMPIO","230800984","0","0","0","7","0","0","2"
"2023","ACS","53175056","0","0","0","14","0","0","0"
"2022","SCADA MEP","207057976","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","163328936","0","0","0","8","0","0","0"
"2025","BMS","23366720","0","0","0","8","0","0","0"
"2023","SCADA MEP","99550584","0","0","0","8","0","0","0"
"2022","SCADA ELECTRICO","173809568","0","0","1","6","0","0","3"
"2024","BMS","98915272","0","0","6","6","0","0","0"
"2025","SCADA MEP","209434160","0","0","0","7","0","0","4"
"2023","SCADA ELECTRICO","223967128","0","2","0","12","0","0","41"
"2024","DACI","221862816","7544","0","0","13","0","0","0"
"2025","FASI","176695336","0","0","0","6","0","0","0"
"2023","ABCS","84895056","0","0","0","8","0","0","0"
"2022","BALANZAS","204636112","0","34","0","6","0","0","8"
"2024","SEMAFOROS","186764656","0","0","0","12","0","0","0"
"2025","PAS","143645120","0","0","0","7","0","0","0"
"2023","FIDS","71423792","0","0","0","11","0","0","0"
"2022","PIDS","139265624","0","0","0","6","0","0","0"
"2024","FIBROLASER","204663440","0","0","0","11","0","0","0"
"2025","AGENTE LIMPIO","83201704","0","0","0","6","0","0","0"
"2023","ACS","183184544","0","0","0","6","0","0","1"
"2024","SCADA MEP","128740696","0","0","0","12","0","0","0"
"2025","SCADA ELECTRICO","184758072","4488","0","16","11","0","0","0"
"2023","BMS","180206952","0","0","0","13","0","0","0"
"2022","SCADA MEP","89976880","0","0","0","13","0","0","0"
"2024","SCADA ELECTRICO","168170392","0","0","0","11","0","0","0"
"2025","DACI","193646152","0","0","0","12","0","0","0"
"2023","FASI","91796688","0","0","0","6","0","0","0"
"2022","ABCS","11431440","0","0","0","9","0","0","0"
"2024","BALANZAS","79328456","0","0","0","11","0","0","0"
"2025","SEMAFOROS","172870000","0","0","0","11","0","0","0"
"2023","PAS","192117080","0","0","0","7","0","0","0"
"2024","FIDS","125845920","0","0","0","13","0","0","0"
"2025","PIDS","124497280","0","0","0","12","0","0","0"
"2023","FIBROLASER","46289184","0","0","0","7","0","0","0"
"2022","AGENTE LIMPIO","91810688","0","0","0","7","0","0","0"
"2024","ACS","155466248","0","0","0","23","0","0","0"
"2025","SCADA MEP","99920088","0","0","0","12","0","0","0"
"2023","SCADA ELECTRICO","154119304","0","0","0","8","0","0","0"
"2022","BMS","208221928","0","0","0","7","0","0","1"
"2024","SCADA MEP","43106192","0","0","0","8","0","0","3"
"2025","SCADA ELECTRICO","54021600","0","0","0","8","0","0","248"
"2023","BMS","224816416","0","0","0","9","0","0","0"
"2024","SCADA MEP","70927312","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","153058560","0","0","0","8","0","0","0"
"2023","DACI","91695920","0","0","0","8","0","0","0"
"2022","FASI","68868168","0","0","0","14","0","0","0"
"2024","ABCS","57874376","0","0","0","9","0","0","1"
"2025","BALANZAS","70371584","0","0","0","10","0","0","0"
"2023","SEMAFOROS","202675232","0","0","0","8","0","0","0"
"2022","PAS","243189976","0","0","0","12","0","0","0"
